 V1   V2   V3   V4   V5   V6   V7   V8   V9   V10  V11  V12  V13  V14  V15  V16  V17  V18  V19  V20  V21  V22  V23  V24  V25  V26  V27  V28  V29  V30 V31  V32  V33  V34  V35  V36  V37  V38  V39  V40  V41  V42  V43  V44  V45  V46  V47  V48  V49  V50  V51  V52  V53  V54  V55  V56  V57  V58  V59  V60   V61  V62  V63  V64  V65  V66  V67  V68  V69  V70  V71  V72  V73  V74  V75  V76  V77  V78  V79  V80  V81  V82  V83  V84  V85  V86  V87  V88  V89  V90   V91  V92  V93  V94  V95  V96  V97  V98  V99  V100 V101 V102 V103 V104 V105 V106 V107 V108 V109 V110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 V125 V126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160
907 34.1 0.759 9.5 7.5 0.85 -9.7 0.89 12 99 2.6 350 9.3 1 -1 0 0 1 822649 1162.81 0.576081 90.25 56.25 0.7225 94.09 0.7921 144 9801 6.76 122500 86.49 746142643 39651.821 0.437245479 857.375 421.875 0.614125 -912.673 0.704969 1728 970299 17.576 42875000 804.357 30928.7 688.413 8616.5 6802.5 770.95 -8797.9 807.23 10884 89793 2358.2 317450 8435.1 25.8819 323.95 255.75 28.985 -330.77 30.349 409.2 3375.9 88.66 11935 317.13 7.2105 5.6925 0.64515 -7.3623 0.67551 9.108 75.141 1.9734 265.65 7.0587 71.25 8.075 -92.15 8.455 114 940.5 24.7 3325 88.35 6.375 -72.75 6.675 90 742.5 19.5 2625 69.75 -8.245 0.7565 10.2 84.15 2.21 297.5 7.905 -8.633 -116.4 -960.3 -25.22 -3395 -90.21 10.68 88.11 2.314 311.5 8.277 1188 31.2 4200 111.6 257.4 34650 920.7 910 24.18 3255 -907 -34.1 -0.759 -9.5 -7.5 -0.85 9.7 -0.89 -12 -99 -2.6 -350 -9.3 -1 0 0 -1 0 0 0 0 0 0 12 99 2.6 0 0 9.3 0 0 1 12 99 350 34.1 -19.85071803 -16.59920067
1107.6 19.3 0.669 9.2 -1 0.92 -8.9 0.861 13 81 10.4 3000 73.7 0 -1 0 1 0 1226777.76 372.49 0.447561 84.64 1 0.8464 79.21 0.741321 169 6561 108.16 9000000 5431.69 1358779047 7189.057 0.299418309 778.688 -1 0.778688 -704.969 0.638277381 2197 531441 1124.864 27000000000 400315.553 21376.68 740.9844 10189.92 -1107.6 1018.992 -9857.64 953.6436 14398.8 89715.6 11519.04 3322800 81630.12 12.9117 177.56 -19.3 17.756 -171.77 16.6173 250.9 1563.3 200.72 57900 1422.41 6.1548 -0.669 0.61548 -5.9541 0.576009 8.697 54.189 6.9576 2007 49.3053 -9.2 8.464 -81.88 7.9212 119.6 745.2 95.68 27600 678.04 -0.92 8.9 -0.861 -13 -81 -10.4 -3000 -73.7 -8.188 0.79212 11.96 74.52 9.568 2760 67.804 -7.6629 -115.7 -720.9 -92.56 -26700 -655.93 11.193 69.741 8.9544 2583 63.4557 1053 135.2 39000 958.1 842.4 243000 5969.7 31200 766.48 221100 -1107.6 -19.3 -0.669 -9.2 1 -0.92 8.9 -0.861 -13 -81 -10.4 -3000 -73.7 0 0 -1 0 0 0 0 13 81 10.4 0 0 0 0 73.7 0 0 0 0 0 0 0 0 -19.10585975 -16.74864369
938 86.8 0.77 9.8 9.9 0.89 -4.1 0.911 15 41 21.6 3000 24.3 0 1 0 0 1 879844 7534.24 0.5929 96.04 98.01 0.7921 16.81 0.829921 225 1681 466.56 9000000 590.49 825293672 653972.032 0.456533 941.192 970.299 0.704969 -68.921 0.756058031 3375 68921 10077.696 27000000000 14348.907 81418.4 722.26 9192.4 9286.2 834.82 -3845.8 854.518 14070 38458 20260.8 2814000 22793.4 66.836 850.64 859.32 77.252 -355.88 79.0748 1302 3558.8 1874.88 260400 2109.24 7.546 7.623 0.6853 -3.157 0.70147 11.55 31.57 16.632 2310 18.711 97.02 8.722 -40.18 8.9278 147 401.8 211.68 29400 238.14 8.811 -40.59 9.0189 148.5 405.9 213.84 29700 240.57 -3.649 0.81079 13.35 36.49 19.224 2670 21.627 -3.7351 -61.5 -168.1 -88.56 -12300 -99.63 13.665 37.351 19.6776 2733 22.1373 615 324 45000 364.5 885.6 123000 996.3 64800 524.88 72900 938 86.8 0.77 9.8 9.9 0.89 -4.1 0.911 15 41 21.6 3000 24.3 0 0 0 1 0 0 0 0 0 0 15 41 21.6 0 0 24.3 0 0 0 0 0 0 0 -18.80855154 -16.31459727
813.3 8.7 0.821 0.6 3.6 0.95 -9.2 0.913 12 97 -4 3000 7.1 0 -1 0 0 1 661456.89 75.69 0.674041 0.36 12.96 0.9025 84.64 0.833569 144 9409 16 9000000 50.41 537962888.64 658.503 0.553387661 0.216 46.656 0.857375 -778.688 0.761048497 1728 912673 -64 27000000000 357.911 7075.71 667.7193 487.98 2927.88 772.635 -7482.36 742.5429 9759.6 78890.1 -3253.2 2439900 5774.43 7.1427 5.22 31.32 8.265 -80.04 7.9431 104.4 843.9 -34.8 26100 61.77 0.4926 2.9556 0.77995 -7.5532 0.749573 9.852 79.637 -3.284 2463 5.8291 2.16 0.57 -5.52 0.5478 7.2 58.2 -2.4 1800 4.26 3.42 -33.12 3.2868 43.2 349.2 -14.4 10800 25.56 -8.74 0.86735 11.4 92.15 -3.8 2850 6.745 -8.3996 -110.4 -892.4 36.8 -27600 -65.32 10.956 88.561 -3.652 2739 6.4823 1164 -48 36000 85.2 -388 291000 688.7 -12000 -28.4 21300 -813.3 -8.7 -0.821 -0.6 -3.6 -0.95 9.2 -0.913 -12 -97 4 -3000 -7.1 0 0 0 -1 0 0 0 0 0 0 12 97 -4 0 0 7.1 0 0 0 0 0 0 0 -21.24971284 -16.83471619
1058.7 6.9 0.948 9.1 9.8 0.91 -7.7 0.869 14 82 7.6 3000 22.9 0 -1 0 1 0 1120845.69 47.61 0.898704 82.81 96.04 0.8281 59.29 0.755161 196 6724 57.76 9000000 524.41 1186639332 328.509 0.851971392 753.571 941.192 0.753571 -456.533 0.656234909 2744 551368 438.976 27000000000 12008.989 7305.03 1003.6476 9634.17 10375.26 963.417 -8151.99 920.0103 14821.8 86813.4 8046.12 3176100 24244.23 6.5412 62.79 67.62 6.279 -53.13 5.9961 96.6 565.8 52.44 20700 158.01 8.6268 9.2904 0.86268 -7.2996 0.823812 13.272 77.736 7.2048 2844 21.7092 89.18 8.281 -70.07 7.9079 127.4 746.2 69.16 27300 208.39 8.918 -75.46 8.5162 137.2 803.6 74.48 29400 224.42 -7.007 0.79079 12.74 74.62 6.916 2730 20.839 -6.6913 -107.8 -631.4 -58.52 -23100 -176.33 12.166 71.258 6.6044 2607 19.9001 1148 106.4 42000 320.6 623.2 246000 1877.8 22800 174.04 68700 -1058.7 -6.9 -0.948 -9.1 -9.8 -0.91 7.7 -0.869 -14 -82 -7.6 -3000 -22.9 0 0 -1 0 0 0 0 14 82 7.6 0 0 0 0 22.9 0 0 0 0 0 0 0 0 -20.38322853 -15.99499345
1177.8 23.3 0.869 9.5 9.7 0.9 3.4 0.878 15 27 23.7 400 9 1 1 1 0 0 1387212.84 542.89 0.755161 90.25 94.09 0.81 11.56 0.770884 225 729 561.69 160000 81 1633859283 12649.337 0.656234909 857.375 912.673 0.729 39.304 0.676836152 3375 19683 13312.053 64000000 729 27442.74 1023.5082 11189.1 11424.66 1060.02 4004.52 1034.1084 17667 31800.6 27913.86 471120 10600.2 20.2477 221.35 226.01 20.97 79.22 20.4574 349.5 629.1 552.21 9320 209.7 8.2555 8.4293 0.7821 2.9546 0.762982 13.035 23.463 20.5953 347.6 7.821 92.15 8.55 32.3 8.341 142.5 256.5 225.15 3800 85.5 8.73 32.98 8.5166 145.5 261.9 229.89 3880 87.3 3.06 0.7902 13.5 24.3 21.33 360 8.1 2.9852 51 91.8 80.58 1360 30.6 13.17 23.706 20.8086 351.2 7.902 405 355.5 6000 135 639.9 10800 243 9480 213.3 3600 1177.8 23.3 0.869 9.5 9.7 0.9 3.4 0.878 15 27 23.7 400 9 1 1 0 0 15 27 23.7 0 0 0 0 0 0 9 0 0 1 0 0 15 27 400 23.3 -18.85810102 -16.17181293
1066 9.3 0.938 10 5.7 0.94 9.5 0.851 13 41 25.7 3000 39.7 0 1 0 1 0 1136356 86.49 0.879844 100 32.49 0.8836 90.25 0.724201 169 1681 660.49 9000000 1576.09 1211355496 804.357 0.825293672 1000 185.193 0.830584 857.375 0.616295051 2197 68921 16974.593 27000000000 62570.773 9913.8 999.908 10660 6076.2 1002.04 10127 907.166 13858 43706 27396.2 3198000 42320.2 8.7234 93 53.01 8.742 88.35 7.9143 120.9 381.3 239.01 27900 369.21 9.38 5.3466 0.88172 8.911 0.798238 12.194 38.458 24.1066 2814 37.2386 57 9.4 95 8.51 130 410 257 30000 397 5.358 54.15 4.8507 74.1 233.7 146.49 17100 226.29 8.93 0.79994 12.22 38.54 24.158 2820 37.318 8.0845 123.5 389.5 244.15 28500 377.15 11.063 34.891 21.8707 2553 33.7847 533 334.1 39000 516.1 1053.7 123000 1627.7 77100 1020.29 119100 1066 9.3 0.938 10 5.7 0.94 9.5 0.851 13 41 25.7 3000 39.7 0 0 1 0 0 0 0 13 41 25.7 0 0 0 0 39.7 0 0 0 0 0 0 0 0 -18.57488143 -16.41112533
1176.2 11.1 0.887 0.2 -6.2 0.86 1.9 0.917 13 30 36 3000 25.8 0 1 0 0 1 1383446.44 123.21 0.786769 0.04 38.44 0.7396 3.61 0.840889 169 900 1296 9000000 665.64 1627209702.7 1367.631 0.697864103 0.008 -238.328 0.636056 6.859 0.771095213 2197 27000 46656 27000000000 17173.512 13055.82 1043.2894 235.24 -7292.44 1011.532 2234.78 1078.5754 15290.6 35286 42343.2 3528600 30345.96 9.8457 2.22 -68.82 9.546 21.09 10.1787 144.3 333 399.6 33300 286.38 0.1774 -5.4994 0.76282 1.6853 0.813379 11.531 26.61 31.932 2661 22.8846 -1.24 0.172 0.38 0.1834 2.6 6 7.2 600 5.16 -5.332 -11.78 -5.6854 -80.6 -186 -223.2 -18600 -159.96 1.634 0.78862 11.18 25.8 30.96 2580 22.188 1.7423 24.7 57 68.4 5700 49.02 11.921 27.51 33.012 2751 23.6586 390 468 39000 335.4 1080 90000 774 108000 928.8 77400 1176.2 11.1 0.887 0.2 -6.2 0.86 1.9 0.917 13 30 36 3000 25.8 0 0 0 1 0 0 0 0 0 0 13 30 36 0 0 25.8 0 0 0 0 0 0 0 -18.83301942 -17.68351668
1181.8 57.8 0.882 9.2 -6.5 0.92 9.9 0.853 12 22 34.4 3000 29.9 0 1 0 0 1 1396651.24 3340.84 0.777924 84.64 42.25 0.8464 98.01 0.727609 144 484 1183.36 9000000 894.01 1650562435.4 193100.552 0.686128968 778.688 -274.625 0.778688 970.299 0.620650477 1728 10648 40707.584 27000000000 26730.899 68308.04 1042.3476 10872.56 -7681.7 1087.256 11699.82 1008.0754 14181.6 25999.6 40653.92 3545400 35335.82 50.9796 531.76 -375.7 53.176 572.22 49.3034 693.6 1271.6 1988.32 173400 1728.22 8.1144 -5.733 0.81144 8.7318 0.752346 10.584 19.404 30.3408 2646 26.3718 -59.8 8.464 91.08 7.8476 110.4 202.4 316.48 27600 275.08 -5.98 -64.35 -5.5445 -78 -143 -223.6 -19500 -194.35 9.108 0.78476 11.04 20.24 31.648 2760 27.508 8.4447 118.8 217.8 340.56 29700 296.01 10.236 18.766 29.3432 2559 25.5047 264 412.8 36000 358.8 756.8 66000 657.8 103200 1028.56 89700 1181.8 57.8 0.882 9.2 -6.5 0.92 9.9 0.853 12 22 34.4 3000 29.9 0 0 0 1 0 0 0 0 0 0 12 22 34.4 0 0 29.9 0 0 0 0 0 0 0 -18.02796321 -15.91433881
1073.9 43.4 0.818 8.4 -3.5 0.93 8 0.899 13 35 35.6 750 5.5 1 1 0 1 0 1153261.21 1883.56 0.669124 70.56 12.25 0.8649 64 0.808201 169 1225 1267.36 562500 30.25 1238487213.4 81746.504 0.547343432 592.704 -42.875 0.804357 512 0.726572699 2197 42875 45118.016 421875000 166.375 46607.26 878.4502 9020.76 -3758.65 998.727 8591.2 965.4361 13960.7 37586.5 38230.84 805425 5906.45 35.5012 364.56 -151.9 40.362 347.2 39.0166 564.2 1519 1545.04 32550 238.7 6.8712 -2.863 0.76074 6.544 0.735382 10.634 28.63 29.1208 613.5 4.499 -29.4 7.812 67.2 7.5516 109.2 294 299.04 6300 46.2 -3.255 -28 -3.1465 -45.5 -122.5 -124.6 -2625 -19.25 7.44 0.83607 12.09 32.55 33.108 697.5 5.115 7.192 104 280 284.8 6000 44 11.687 31.465 32.0044 674.25 4.9445 455 462.8 9750 71.5 1246 26250 192.5 26700 195.8 4125 1073.9 43.4 0.818 8.4 -3.5 0.93 8 0.899 13 35 35.6 750 5.5 1 0 1 0 0 0 0 13 35 35.6 0 0 0 0 5.5 0 0 1 0 13 35 750 43.4 -22.48352664 -19.07614686
1025.3 9.3 0.709 4.8 -9.9 0.92 6.5 0.921 13 99 -4.7 425 40.1 1 -1 1 0 0 1051240.09 86.49 0.502681 23.04 98.01 0.8464 42.25 0.848241 169 9801 22.09 180625 1608.01 1077836464.3 804.357 0.356400829 110.592 -970.299 0.778688 274.625 0.781229961 2197 970299 -103.823 76765625 64481.201 9535.29 726.9377 4921.44 -10150.47 943.276 6664.45 944.3013 13328.9 101504.7 -4818.91 435752.5 41114.53 6.5937 44.64 -92.07 8.556 60.45 8.5653 120.9 920.7 -43.71 3952.5 372.93 3.4032 -7.0191 0.65228 4.6085 0.652989 9.217 70.191 -3.3323 301.325 28.4309 -47.52 4.416 31.2 4.4208 62.4 475.2 -22.56 2040 192.48 -9.108 -64.35 -9.1179 -128.7 -980.1 46.53 -4207.5 -396.99 5.98 0.84732 11.96 91.08 -4.324 391 36.892 5.9865 84.5 643.5 -30.55 2762.5 260.65 11.973 91.179 -4.3287 391.425 36.9321 1287 -61.1 5525 521.3 -465.3 42075 3969.9 -1997.5 -188.47 17042.5 -1025.3 -9.3 -0.709 -4.8 9.9 -0.92 -6.5 -0.921 -13 -99 4.7 -425 -40.1 -1 -1 0 0 13 99 -4.7 0 0 0 0 0 0 40.1 0 0 1 0 0 13 99 425 9.3 -19.40873604 -16.06266094
1060.4 86.5 0.88 1 8.9 0.87 -9.9 0.865 14 86 21 3000 30.1 0 1 0 0 1 1124448.16 7482.25 0.7744 1 79.21 0.7569 98.01 0.748225 196 7396 441 9000000 906.01 1192364828.9 647214.625 0.681472 1 704.969 0.658503 -970.299 0.647214625 2744 636056 9261 27000000000 27270.901 91724.6 933.152 1060.4 9437.56 922.548 -10497.96 917.246 14845.6 91194.4 22268.4 3181200 31918.04 76.12 86.5 769.85 75.255 -856.35 74.8225 1211 7439 1816.5 259500 2603.65 0.88 7.832 0.7656 -8.712 0.7612 12.32 75.68 18.48 2640 26.488 8.9 0.87 -9.9 0.865 14 86 21 3000 30.1 7.743 -88.11 7.6985 124.6 765.4 186.9 26700 267.89 -8.613 0.75255 12.18 74.82 18.27 2610 26.187 -8.5635 -138.6 -851.4 -207.9 -29700 -297.99 12.11 74.39 18.165 2595 26.0365 1204 294 42000 421.4 1806 258000 2588.6 63000 632.1 90300 1060.4 86.5 0.88 1 8.9 0.87 -9.9 0.865 14 86 21 3000 30.1 0 0 0 1 0 0 0 0 0 0 14 86 21 0 0 30.1 0 0 0 0 0 0 0 -19.19699217 -18.96454622
1199 36.8 0.656 4.7 -9.5 0.91 -7.1 0.875 12 98 5.5 3000 5.2 1 -1 0 0 1 1437601 1354.24 0.430336 22.09 90.25 0.8281 50.41 0.765625 144 9604 30.25 9000000 27.04 1723683599 49836.032 0.282300416 103.823 -857.375 0.753571 -357.911 0.669921875 1728 941192 166.375 27000000000 140.608 44123.2 786.544 5635.3 -11390.5 1091.09 -8512.9 1049.125 14388 117502 6594.5 3597000 6234.8 24.1408 172.96 -349.6 33.488 -261.28 32.2 441.6 3606.4 202.4 110400 191.36 3.0832 -6.232 0.59696 -4.6576 0.574 7.872 64.288 3.608 1968 3.4112 -44.65 4.277 -33.37 4.1125 56.4 460.6 25.85 14100 24.44 -8.645 67.45 -8.3125 -114 -931 -52.25 -28500 -49.4 -6.461 0.79625 10.92 89.18 5.005 2730 4.732 -6.2125 -85.2 -695.8 -39.05 -21300 -36.92 10.5 85.75 4.8125 2625 4.55 1176 66 36000 62.4 539 294000 509.6 16500 28.6 15600 -1199 -36.8 -0.656 -4.7 9.5 -0.91 7.1 -0.875 -12 -98 -5.5 -3000 -5.2 -1 0 0 -1 0 0 0 0 0 0 12 98 5.5 0 0 5.2 0 0 1 12 98 3000 36.8 -21.78083216 -18.16603853
1145 10 0.91 0.4 1.8 0.92 -9.5 0.915 12 66 19 1250 69.5 1 1 0 0 1 1311025 100 0.8281 0.16 3.24 0.8464 90.25 0.837225 144 4356 361 1562500 4830.25 1501123625 1000 0.753571 0.064 5.832 0.778688 -857.375 0.766060875 1728 287496 6859 1953125000 335702.375 11450 1041.95 458 2061 1053.4 -10877.5 1047.675 13740 75570 21755 1431250 79577.5 9.1 4 18 9.2 -95 9.15 120 660 190 12500 695 0.364 1.638 0.8372 -8.645 0.83265 10.92 60.06 17.29 1137.5 63.245 0.72 0.368 -3.8 0.366 4.8 26.4 7.6 500 27.8 1.656 -17.1 1.647 21.6 118.8 34.2 2250 125.1 -8.74 0.8418 11.04 60.72 17.48 1150 63.94 -8.6925 -114 -627 -180.5 -11875 -660.25 10.98 60.39 17.385 1143.75 63.5925 792 228 15000 834 1254 82500 4587 23750 1320.5 86875 1145 10 0.91 0.4 1.8 0.92 -9.5 0.915 12 66 19 1250 69.5 1 0 0 1 0 0 0 0 0 0 12 66 19 0 0 69.5 0 0 1 12 66 1250 10 -18.8349848 -17.31211812
1163.2 2.9 0.892 0.9 -9.4 0.86 2.6 0.852 15 77 11.1 3000 6.1 0 -1 0 0 1 1353034.24 8.41 0.795664 0.81 88.36 0.7396 6.76 0.725904 225 5929 123.21 9000000 37.21 1573849428 24.389 0.709732288 0.729 -830.584 0.636056 17.576 0.618470208 3375 456533 1367.631 27000000000 226.981 3373.28 1037.5744 1046.88 -10934.08 1000.352 3024.32 991.0464 17448 89566.4 12911.52 3489600 7095.52 2.5868 2.61 -27.26 2.494 7.54 2.4708 43.5 223.3 32.19 8700 17.69 0.8028 -8.3848 0.76712 2.3192 0.759984 13.38 68.684 9.9012 2676 5.4412 -8.46 0.774 2.34 0.7668 13.5 69.3 9.99 2700 5.49 -8.084 -24.44 -8.0088 -141 -723.8 -104.34 -28200 -57.34 2.236 0.73272 12.9 66.22 9.546 2580 5.246 2.2152 39 200.2 28.86 7800 15.86 12.78 65.604 9.4572 2556 5.1972 1155 166.5 45000 91.5 854.7 231000 469.7 33300 67.71 18300 -1163.2 -2.9 -0.892 -0.9 9.4 -0.86 -2.6 -0.852 -15 -77 -11.1 -3000 -6.1 0 0 0 -1 0 0 0 0 0 0 15 77 11.1 0 0 6.1 0 0 0 0 0 0 0 -20.96622952 -17.7310397
850.9 14 0.944 6.3 5.7 0.94 9 0.87 15 98 14.2 450 8.8 1 -1 1 0 0 724030.81 196 0.891136 39.69 32.49 0.8836 81 0.7569 225 9604 201.64 202500 77.44 616077816.23 2744 0.841232384 250.047 185.193 0.830584 729 0.658503 3375 941192 2863.288 91125000 681.472 11912.6 803.2496 5360.67 4850.13 799.846 7658.1 740.283 12763.5 83388.2 12082.78 382905 7487.92 13.216 88.2 79.8 13.16 126 12.18 210 1372 198.8 6300 123.2 5.9472 5.3808 0.88736 8.496 0.82128 14.16 92.512 13.4048 424.8 8.3072 35.91 5.922 56.7 5.481 94.5 617.4 89.46 2835 55.44 5.358 51.3 4.959 85.5 558.6 80.94 2565 50.16 8.46 0.8178 14.1 92.12 13.348 423 8.272 7.83 135 882 127.8 4050 79.2 13.05 85.26 12.354 391.5 7.656 1470 213 6750 132 1391.6 44100 862.4 6390 124.96 3960 -850.9 -14 -0.944 -6.3 -5.7 -0.94 -9 -0.87 -15 -98 -14.2 -450 -8.8 -1 -1 0 0 15 98 14.2 0 0 0 0 0 0 8.8 0 0 1 0 0 15 98 450 14 -19.7926778 -18.12057615
1140.7 1.1 0.926 0.1 8.8 0.89 -7.3 0.856 15 28 33 3000 30 0 1 1 0 0 1301196.49 1.21 0.857476 0.01 77.44 0.7921 53.29 0.732736 225 784 1089 9000000 900 1484274836.1 1.331 0.794022776 0.001 681.472 0.704969 -389.017 0.627222016 3375 21952 35937 27000000000 27000 1254.77 1056.2882 114.07 10038.16 1015.223 -8327.11 976.4392 17110.5 31939.6 37643.1 3422100 34221 1.0186 0.11 9.68 0.979 -8.03 0.9416 16.5 30.8 36.3 3300 33 0.0926 8.1488 0.82414 -6.7598 0.792656 13.89 25.928 30.558 2778 27.78 0.88 0.089 -0.73 0.0856 1.5 2.8 3.3 300 3 7.832 -64.24 7.5328 132 246.4 290.4 26400 264 -6.497 0.76184 13.35 24.92 29.37 2670 26.7 -6.2488 -109.5 -204.4 -240.9 -21900 -219 12.84 23.968 28.248 2568 25.68 420 495 45000 450 924 84000 840 99000 990 90000 1140.7 1.1 0.926 0.1 8.8 0.89 -7.3 0.856 15 28 33 3000 30 0 1 0 0 15 28 33 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 -18.46004547 -16.68161906
1003.3 64.4 0.806 1.3 6.4 0.93 9.9 0.893 15 86 12.5 3000 50.8 0 -1 0 0 1 1006610.89 4147.36 0.649636 1.69 40.96 0.8649 98.01 0.797449 225 7396 156.25 9000000 2580.64 1009932705.9 267089.984 0.523606616 2.197 262.144 0.804357 970.299 0.712121957 3375 636056 1953.125 27000000000 131096.512 64612.52 808.6598 1304.29 6421.12 933.069 9932.67 895.9469 15049.5 86283.8 12541.25 3009900 50967.64 51.9064 83.72 412.16 59.892 637.56 57.5092 966 5538.4 805 193200 3271.52 1.0478 5.1584 0.74958 7.9794 0.719758 12.09 69.316 10.075 2418 40.9448 8.32 1.209 12.87 1.1609 19.5 111.8 16.25 3900 66.04 5.952 63.36 5.7152 96 550.4 80 19200 325.12 9.207 0.83049 13.95 79.98 11.625 2790 47.244 8.8407 148.5 851.4 123.75 29700 502.92 13.395 76.798 11.1625 2679 45.3644 1290 187.5 45000 762 1075 258000 4368.8 37500 635 152400 -1003.3 -64.4 -0.806 -1.3 -6.4 -0.93 -9.9 -0.893 -15 -86 -12.5 -3000 -50.8 0 0 0 -1 0 0 0 0 0 0 15 86 12.5 0 0 50.8 0 0 0 0 0 0 0 -19.77122194 -17.29056979
1102.5 81 0.936 0.2 -9.1 0.93 1.7 0.901 15 55 22 3000 69.4 0 1 0 0 1 1215506.25 6561 0.876096 0.04 82.81 0.8649 2.89 0.811801 225 3025 484 9000000 4816.36 1340095640.6 531441 0.820025856 0.008 -753.571 0.804357 4.913 0.731432701 3375 166375 10648 27000000000 334255.384 89302.5 1031.94 220.5 -10032.75 1025.325 1874.25 993.3525 16537.5 60637.5 24255 3307500 76513.5 75.816 16.2 -737.1 75.33 137.7 72.981 1215 4455 1782 243000 5621.4 0.1872 -8.5176 0.87048 1.5912 0.843336 14.04 51.48 20.592 2808 64.9584 -1.82 0.186 0.34 0.1802 3 11 4.4 600 13.88 -8.463 -15.47 -8.1991 -136.5 -500.5 -200.2 -27300 -631.54 1.581 0.83793 13.95 51.15 20.46 2790 64.542 1.5317 25.5 93.5 37.4 5100 117.98 13.515 49.555 19.822 2703 62.5294 825 330 45000 1041 1210 165000 3817 66000 1526.8 208200 1102.5 81 0.936 0.2 -9.1 0.93 1.7 0.901 15 55 22 3000 69.4 0 0 0 1 0 0 0 0 0 0 15 55 22 0 0 69.4 0 0 0 0 0 0 0 -18.96454622 -17.44047669
997.8 5.1 0.802 9.9 -7.5 0.88 -3.7 0.866 15 84 3.4 450 48.4 1 -1 0 0 1 995604.84 26.01 0.643204 98.01 56.25 0.7744 13.69 0.749956 225 7056 11.56 202500 2342.56 993414509.35 132.651 0.515849608 970.299 -421.875 0.681472 -50.653 0.649461896 3375 592704 39.304 91125000 113379.904 5088.78 800.2356 9878.22 -7483.5 878.064 -3691.86 864.0948 14967 83815.2 3392.52 449010 48293.52 4.0902 50.49 -38.25 4.488 -18.87 4.4166 76.5 428.4 17.34 2295 246.84 7.9398 -6.015 0.70576 -2.9674 0.694532 12.03 67.368 2.7268 360.9 38.8168 -74.25 8.712 -36.63 8.5734 148.5 831.6 33.66 4455 479.16 -6.6 27.75 -6.495 -112.5 -630 -25.5 -3375 -363 -3.256 0.76208 13.2 73.92 2.992 396 42.592 -3.2042 -55.5 -310.8 -12.58 -1665 -179.08 12.99 72.744 2.9444 389.7 41.9144 1260 51 6750 726 285.6 37800 4065.6 1530 164.56 21780 -997.8 -5.1 -0.802 -9.9 7.5 -0.88 3.7 -0.866 -15 -84 -3.4 -450 -48.4 -1 0 0 -1 0 0 0 0 0 0 15 84 3.4 0 0 48.4 0 0 1 15 84 450 5.1 -19.02545081 -15.84425899
1133.6 76.6 0.707 9.8 7.9 0.92 3.7 0.92 15 37 28.1 1250 70.8 1 1 0 0 1 1285048.96 5867.56 0.499849 96.04 62.41 0.8464 13.69 0.8464 225 1369 789.61 1562500 5012.64 1456731501.1 449455.096 0.353393243 941.192 493.039 0.778688 50.653 0.778688 3375 50653 22188.041 1953125000 354894.912 86833.76 801.4552 11109.28 8955.44 1042.912 4194.32 1042.912 17004 41943.2 31854.16 1417000 80258.88 54.1562 750.68 605.14 70.472 283.42 70.472 1149 2834.2 2152.46 95750 5423.28 6.9286 5.5853 0.65044 2.6159 0.65044 10.605 26.159 19.8667 883.75 50.0556 77.42 9.016 36.26 9.016 147 362.6 275.38 12250 693.84 7.268 29.23 7.268 118.5 292.3 221.99 9875 559.32 3.404 0.8464 13.8 34.04 25.852 1150 65.136 3.404 55.5 136.9 103.97 4625 261.96 13.8 34.04 25.852 1150 65.136 555 421.5 18750 1062 1039.7 46250 2619.6 35125 1989.48 88500 1133.6 76.6 0.707 9.8 7.9 0.92 3.7 0.92 15 37 28.1 1250 70.8 1 0 0 1 0 0 0 0 0 0 15 37 28.1 0 0 70.8 0 0 1 15 37 1250 76.6 -18.73731114 -16.89245289
1138.6 9.5 0.937 9.5 -9.7 0.93 -9.1 0.889 14 90 0.2 3000 3.8 0 -1 1 0 0 1296409.96 90.25 0.877969 90.25 94.09 0.8649 82.81 0.790321 196 8100 0.04 9000000 14.44 1476092380.5 857.375 0.822656953 857.375 -912.673 0.804357 -753.571 0.702595369 2744 729000 0.008 27000000000 54.872 10816.7 1066.8682 10816.7 -11044.42 1058.898 -10361.26 1012.2154 15940.4 102474 227.72 3415800 4326.68 8.9015 90.25 -92.15 8.835 -86.45 8.4455 133 855 1.9 28500 36.1 8.9015 -9.0889 0.87141 -8.5267 0.832993 13.118 84.33 0.1874 2811 3.5606 -92.15 8.835 -86.45 8.4455 133 855 1.9 28500 36.1 -9.021 88.27 -8.6233 -135.8 -873 -1.94 -29100 -36.86 -8.463 0.82677 13.02 83.7 0.186 2790 3.534 -8.0899 -127.4 -819 -1.82 -27300 -34.58 12.446 80.01 0.1778 2667 3.3782 1260 2.8 42000 53.2 18 270000 342 600 0.76 11400 -1138.6 -9.5 -0.937 -9.5 9.7 -0.93 9.1 -0.889 -14 -90 -0.2 -3000 -3.8 0 -1 0 0 14 90 0.2 0 0 0 0 0 0 3.8 0 0 0 0 0 0 0 0 0 -21.59243446 -16.96602705
